Context (X),Label (y)
cl just if you apply just,0
just if you apply just i'm,0
if you apply just i'm applying,0
you apply just i'm applying convolution,0
apply just i'm applying convolution in,0
just i'm applying convolution in in,0
i'm applying convolution in in between,0
applying convolution in in between input,0
convolution in in between input image,0
in in between input image and,0
in between input image and soel,0
between input image and soel edge,0
input image and soel edge detector,0
image and soel edge detector what,0
and soel edge detector what will,0
soel edge detector what will you,0
edge detector what will you get,0
detector what will you get you,0
what will you get you will,0
will you get you will get,0
you get you will get two,0
get you will get two lines,0
you will get two lines of,0
will get two lines of zeros,0
get two lines of zeros here,0
two lines of zeros here in,0
lines of zeros here in between,0
of zeros here in between you,0
zeros here in between you will,0
here in between you will get,0
in between you will get two,0
between you will get two lines,0
you will get two lines of,0
will get two lines of zeros,0
get two lines of zeros you,0
two lines of zeros you will,0
lines of zeros you will get,0
of zeros you will get 2,0
zeros you will get 2 pixel,0
you will get 2 pixel white,0
will get 2 pixel white what,0
get 2 pixel white what is,0
2 pixel white what is the,0
pixel white what is the width,0
white what is the width of,0
what is the width of that,0
is the width of that z,0
the width of that z pixel,0
width of that z pixel 2,0
of that z pixel 2 pixel,0
that z pixel 2 pixel two,0
z pixel 2 pixel two pixel,0
pixel 2 pixel two pixel wide,0
2 pixel two pixel wide zeros,0
pixel two pixel wide zeros rest,0
two pixel wide zeros rest every,0
pixel wide zeros rest every rest,0
wide zeros rest every rest everywhere,0
zeros rest every rest everywhere everywhere,0
rest every rest everywhere everywhere else,0
every rest everywhere everywhere else you,0
rest everywhere everywhere else you will,0
everywhere everywhere else you will get,0
everywhere else you will get dark,0
else you will get dark region,0
you will get dark region you,0
will get dark region you have,0
get dark region you have dark,0
dark region you have dark region,1
region you have dark region isn't,0
you have dark region isn't it,0
have dark region isn't it just,0
dark region isn't it just see,0
region isn't it just see if,0
isn't it just see if i,0
it just see if i apply,0
just see if i apply if,0
see if i apply if i,0
if i apply if i apply,0
i apply if i apply if,0
apply if i apply if i,0
if i apply if i apply,0
i apply if i apply soel,0
apply if i apply soel vertical,0
if i apply soel vertical edge,0
i apply soel vertical edge detector,0
apply soel vertical edge detector on,0
soel vertical edge detector on input,0
vertical edge detector on input image,0
edge detector on input image here,0
detector on input image here i,0
on input image here i will,0
input image here i will get,0
image here i will get dark,0
here i will get dark area,0
i will get dark area here,0
will get dark area here i,0
get dark area here i will,0
dark area here i will get,0
area here i will get dark,0
here i will get dark area,0
i will get dark area in,0
will get dark area in between,0
get dark area in between two,0
dark area in between two pixel,0
area in between two pixel wi,0
in between two pixel wi zeros,0
between two pixel wi zeros same,0
two pixel wi zeros same same,0
pixel wi zeros same same mechanism,1
wi zeros same same mechanism isn't,0
zeros same same mechanism isn't it,0
same same mechanism isn't it 2,0
same mechanism isn't it 2 pixel,0
mechanism isn't it 2 pixel wide,0
isn't it 2 pixel wide light,0
it 2 pixel wide light region,0
2 pixel wide light region i,0
pixel wide light region i will,0
wide light region i will get,0
light region i will get exact,0
region i will get exact l,0
i will get exact l the,0
will get exact l the way,0
get exact l the way we,0
exact l the way we have,0
l the way we have done,0
the way we have done for,0
way we have done for for,0
we have done for for soel,0
have done for for soel horizontal,0
done for for soel horizontal edge,0
for for soel horizontal edge detector,0
for soel horizontal edge detector just,0
soel horizontal edge detector just try,0
horizontal edge detector just try to,0
edge detector just try to recall,0
detector just try to recall soel,0
just try to recall soel horizontal,0
try to recall soel horizontal edge,0
to recall soel horizontal edge horizontal,0
recall soel horizontal edge horizontal edge,0
soel horizontal edge horizontal edge detector,0
horizontal edge horizontal edge detector what,0
edge horizontal edge detector what we,0
horizontal edge detector what we have,0
edge detector what we have done,0
detector what we have done here,0
what we have done here first,0
we have done here first conol,0
have done here first conol you,0
done here first conol you you,0
here first conol you you you,0
first conol you you you will,0
conol you you you will get,0
you you you will get a,0
you you will get a bunch,0
you will get a bunch of,0
will get a bunch of values,0
get a bunch of values if,0
a bunch of values if you,0
bunch of values if you conver,0
of values if you conver you,0
values if you conver you will,0
if you conver you will get,0
you conver you will get bunch,0
conver you will get bunch of,0
you will get bunch of values,0
will get bunch of values and,0
get bunch of values and then,0
bunch of values and then what,0
of values and then what you,0
values and then what you did,0
and then what you did you,0
then what you did you normalized,0
what you did you normalized it,0
you did you normalized it normalize,0
did you normalized it normalize using,0
you normalized it normalize using min,0
normalized it normalize using min and,0
it normalize using min and max,1
normalize using min and max isn't,0
using min and max isn't it,0
min and max isn't it here,0
and max isn't it here we,0
max isn't it here we got,0
isn't it here we got a,0
it here we got a horizontal,0
here we got a horizontal edge,0
we got a horizontal edge of,0
got a horizontal edge of white,0
a horizontal edge of white pixels,1
horizontal edge of white pixels isn't,0
edge of white pixels isn't it,0
of white pixels isn't it that,0
white pixels isn't it that that's,0
pixels isn't it that that's what,0
isn't it that that's what we,0
it that that's what we discussed,0
that that's what we discussed for,0
that's what we discussed for horen,0
what we discussed for horen same,0
we discussed for horen same thing,0
discussed for horen same thing you,0
for horen same thing you can,0
horen same thing you can if,0
same thing you can if just,0
thing you can if just repeat,0
you can if just repeat you,0
can if just repeat you just,0
